id,name,category,location,floor,status,details_url,image_url,image_source,reference_url,notes
shop-51a15444,ข้าน้อยขอชาบู,เครื่องดื่มและคาเฟ่,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%82%E0%B8%AD%E0%B8%8A%E0%B8%B2%E0%B8%9A%E0%B8%B9%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk7kM-XaHaj6zoF4JanfJ3tNaRdBe3lzbxfPq-cJuk5lmj1pGoXGLNfB-Ttb5gZCQsrYum1XO0XqYblSZRjq7Ysm3KYo6q7HxFslAt7jB4knfcD76DnYfV1dYy9XZL9jVZI34iK8Dej6bfF=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%82%E0%B8%AD%E0%B8%8A%E0%B8%B2%E0%B8%9A%E0%B8%B9%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
shop-f9ec40dc,ตำตำ,อาหารไทยและนานาชาติ,อาคารหลัก,4,active,https://www.wongnai.com/restaurants/146789IE-%E0%B8%95%E0%B8%B3%E0%B8%95%E0%B8%B3-%E0%B8%8B%E0%B8%B5%E0%B8%84%E0%B8%AD%E0%B8%99-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%84,https://thanakritdacontact-tech.github.io/seacon-bangkae-food-picker/assets/tamtam-wongnai.jpg,review,https://www.wongnai.com/restaurants/146789IE-%E0%B8%95%E0%B8%B3%E0%B8%95%E0%B8%B3-%E0%B8%8B%E0%B8%B5%E0%B8%84%E0%B8%AD%E0%B8%99-%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B9%81%E0%B8%84,User-provided Wongnai branch page confirms Seacon Bangkae floor 4; local card image copied from that page because its image host blocks hotlinking; updated 2026-09-21.
shop-f436bf08,เพลินพุง,อาหารไทยและนานาชาติ,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%9E%E0%B8%B8%E0%B8%87%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkg87_DVhUK_Dnj-N1yLOBICwkF_oVYgSdRnMl6DjEB8hwrIfJJxqhQ4D9ORz-C0yxmk4lDjkldFJJFvFsZryX8OZO7TwErrrB-3K02hsQi44i-U-zmJaxOt0sQvMwPEpxqUObdag=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%9E%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%9E%E0%B8%B8%E0%B8%87%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
shop-0c04b738,สุกี้นางพญา,ชาบูและสุกี้,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=%E0%B8%AA%E0%B8%B8%E0%B8%81%E0%B8%B5%E0%B9%89%E0%B8%99%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%8D%E0%B8%B2%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn30k7cVWTbbEbiUR_amob3pX-TH_qKcNKcRvDOEWIQhckR5chkSn2PirJwB2XD4SZ9en9kvovtv6oq2MI2wczvuacFgwU-5Idv494kGcrBiWfekWnf2tm8TRWIHNFe2UlN3xV6ybNbyMor=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=%E0%B8%AA%E0%B8%B8%E0%B8%81%E0%B8%B5%E0%B9%89%E0%B8%99%E0%B8%B2%E0%B8%87%E0%B8%9E%E0%B8%8D%E0%B8%B2%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
cafe-d2ff1169,หนองโพ Cafe,เครื่องดื่มและคาเฟ่,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%9E%20Cafe%20Seacon%20Bangkae,https://lh3.googleusercontent.com/grass-cs/ACvplmOMh02OcSzwd9QcDWjoYM3I9R6CgJcpWcfrSQl2uHa73WwMPu8Br_UrQwkdzTzpe9TNEttqeT-pEZL4yXczskxl9WJC2lu71qaxSHUvPWMSBAcrFaEo9uH75rubZgciKmst-TEhLpXenHop=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%9E%20Cafe%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
shop-fdb2663f,เหม็งแซ็ปนัว,อาหารไทยและนานาชาติ,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%AB%E0%B8%A1%E0%B9%87%E0%B8%87%E0%B9%81%E0%B8%8B%E0%B9%87%E0%B8%9B%E0%B8%99%E0%B8%B1%E0%B8%A7%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkiH5xLuWIdeq2vtXO7-pILE0oFg7eC9nUhS3FIIHiSIZKCmAZQjIjP4zKdXc0UrpkD1_jCsxfLfPzAXyBEzBwKcC74wOndLmxSAxLafqqbbZY3ne7y65Tcl1B2E52d-rQwarM6=w122-h92-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%AB%E0%B8%A1%E0%B9%87%E0%B8%87%E0%B9%81%E0%B8%8B%E0%B9%87%E0%B8%9B%E0%B8%99%E0%B8%B1%E0%B8%A7%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
shop-df0c119f,ฮะจิบัง ราเมน,อาหารญี่ปุ่น,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=%E0%B8%AE%E0%B8%B0%E0%B8%88%E0%B8%B4%E0%B8%9A%E0%B8%B1%E0%B8%87%20%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%99%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnSqe-s5w1oOsHzDnaKqBt8lkta6Qp_nAofyJSDKBRQSsyklpS15jDhh8c3DBnVBQEosk7ecuRzkK9Xqd2EORzC9ima10rPIz9Yk-CToTIYK8i7C0__40sB_Z-UfejNufNhjp9A=w152-h86-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=%E0%B8%AE%E0%B8%B0%E0%B8%88%E0%B8%B4%E0%B8%9A%E0%B8%B1%E0%B8%87%20%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%99%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
aka-3c1a2bc0,AKA,ปิ้งย่างและเนื้อ,อาคารหลัก,4,needs-review,https://www.google.com/maps/search/?api=1&query=AKA%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnNUU7pSZYZkIt9DoC2Z4w2rNZFdh-t--w0Ca03F1bibHKHnRj8MBHp5-NN9kOMEXbLUBwr4H7F0zFombhP1zbySMfPFG7F1gnDQkJ8eWvTuBK2cqCJR8HBWkcHr8Gnq8fn2mFL6Q=w408-h306-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
bake-a-wish-97bfbf5d,Bake a Wish,ขนมและเบเกอรี,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=Bake%20a%20Wish%20Seacon%20Bangkae,https://lh3.googleusercontent.com/grass-cs/ACvplmOQzefprYxud31KluWYOEZ0CcyeTUimZ5hrDitgJJ2pfoy5wACZ3uJ_I3JO3VSoEddgws5a03xpLAobsVEgE2OvwuiWkh2Iybfg-0iwEGkAFLcEi2d9bOKE1BQdy6s-VlLpX9XFZspBkpdp=w408-h589-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Bake%20a%20Wish%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
bar-b-q-plaza-8f3bde3e,Bar B Q Plaza,ปิ้งย่างและเนื้อ,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=Bar%20B%20Q%20Plaza%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnpPsIOyS0VP9C9vhHjEeKVep3VRQsFMYss5pJxxEOtFtJRZ2lPz-AvUO47peAWDPef5_ixTi61ooz8qFAjy8d5QgVmQ5RfmyJvdGrGpcllPQwpEpunxrkSN-1mlVrPhBiT-AH2fQ=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Bar%20B%20Q%20Plaza%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
boost-8422f60d,BOOST,เครื่องดื่มและคาเฟ่,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=BOOST%20Seacon%20Bangkae,https://lh3.googleusercontent.com/grass-cs/ACvplmP4t2RXfy_qM7KiveTsXlkF1OigZnyZc5pqvj6qP95OVN52Gz_YkaCkZKszQpOzTz9uqlVuKMjEgyoK5brat6pz67Y4rbU_sSRhEo2G17eHDc_Dnup3gutXmFaWKPRc-EAni67JlQ=w152-h86-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=BOOST%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
dookki-540281d1,DOOKKI,อาหารเกาหลี,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=DOOKKI%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk2zzsTIOs103K8IFtJLFr-R5t61qlGV--tFSdrkWJrmoUNpOtrLQCPCWwCbx2TJfbTw-m750PtjbyinC9XTaPeNieDfBJL5Ans49i9IfChOV7-cCBYSbblbuJX1RGzwK0c_zyHycboWm8=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=DOOKKI%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
fabio-92ab2746,FABIO,ขนมและเบเกอรี,อาคารหลัก,4,needs-review,https://www.google.com/maps/search/?api=1&query=FABIO%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmO3KsUr_OYW3YVKMhMVe8pwFvqSwyoyYSLdq851pvvFNsxnziY8bsFmcCIPSk--Ol6Je1P0L0hLtrZSPFAVxNfS_otsKAyW9GFhVPAkOm45Ja_-o-m_QqTEf8oFyZMV5QcnFA1=w408-h306-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
gold-curry-bangkok-2910aa11,Gold Curry Bangkok,อาหารญี่ปุ่น,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=Gold%20Curry%20Bangkok%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnzv84v2H6-Rf7KwH-tLL-b9qC0CbR5y-LFBTypuvjsP9GmZLiH2EUOh5Bk2l_QZMlxLIwJ8oCIxTZFkVH-rY0J-eANh4qx1cw8vt38-6KmRlhsfN9QDIJDQdtPTGUbQxOY0GA=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Gold%20Curry%20Bangkok%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
heng-cha-29584dd1,HENG CHA,เครื่องดื่มและคาเฟ่,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=HENG%20CHA%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkrFco3DiaTGC_PnzechOdueHG8u02IDrzEcLBLyOb5Hbvj61S_GkVG-kF58C3-Rcrql2EgGfzGsISNX8sDcMVVOxvyON96fySZaU5FAzFt4mrdIKTeWq5oznZd4t5JGwLk9esK=w152-h86-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=HENG%20CHA%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
kari-kori-ee0ac51c,Kari Kori,ขนมและเบเกอรี,อาคารหลัก,4,needs-review,https://www.google.com/maps/search/?api=1&query=Kari%20Kori%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnPJHK05NV8DhAlKmb1c4l2ypbMUuf1dq8RgPO-wZzoqHCnDD_6I65p-vXOdWjgBfseb4SrtKx6imhTVA6nWzrfwBNWXA9_Ic-1NMG6ZnrR7NUnyCXvz8TdkGz2Pe6uRcVvUI3a=w408-h306-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
mandarin-0ce37328,MANDARIN,ชาบูและสุกี้,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=MANDARIN%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmxfiyqlbRz_dXGed9_M8vaaX8FcH6tDRvuQldjcu_LqlAbaj9u-aaouxf3qqyl7kZywuJNB2RmKq1gZb6fjH188gputNch_jotUhbebCreStmolKZlMof_JsjbDNQpi74TM-qlBraSpvm8=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=MANDARIN%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
max-beef-eece3cdb,MAX BEEF,ปิ้งย่างและเนื้อ,อาคารหลัก,4,needs-review,https://www.google.com/maps/search/?api=1&query=MAX%20BEEF%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmgNZ_MIPNKdDdBDlhD7BcBzkQWB60oWCrUw5esVY3HaitL6FSjDBvkjqdeMYwphq1E3VW5mE_uhb6AD0X208bKlSMGDFhCPx4CMhX3MEO1LD6wSnPy1qTHo5URR7w9yo-ecsA=w408-h544-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
mk-ab66fe4b,MK,ชาบูและสุกี้,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=MK%20Seacon%20Bangkae,https://lh3.googleusercontent.com/grass-cs/ACvplmPO-EcU0uD8IbejAncCcWAFPU6fO-O12s44WJi-qZ770qp2KELgE67LZA2Ihn-IruRxuUEHdFxrcx0se7xEPrOsxVP21-9iYRvcZTux3fiXyA2hck6MNhLgBnqhXtGY1GehM9dlgl-sx5U=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=MK%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
neo-suki-0ef012b2,NEO Suki,ชาบูและสุกี้,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=NEO%20Suki%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmCCBqHnrSC20RdBg-7XACOWhMpd1aypT7vZsOhNUBxJj_8pMLUFuEMSC5BhMAqX76pBA--l2KNXovinC_iMzjtXaGYUr4wWmPkaDvwWojq06IzIE2vmCokWOmeaky4fauJxXFSjwU14hE=w408-h544-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=NEO%20Suki%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
oishi-bbe2da30,OISHI,อาหารญี่ปุ่น,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=OISHI%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlByRJ2aV8qspDZDnoyjPW6HKCBs6v4hJciCxhrUZuMup8SaVPhOop9JxSVwYlJN-sN1Pn2yg7X1jVl5XUN66_NyV3qxelICsFotxT8ZJC-71-OsfwXfkVlu-cCAop_Ap9u9GIM-Ktgq_8=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=OISHI%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
oishi-ramen-0d3fe7c1,OISHI RAMEN,อาหารญี่ปุ่น,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=OISHI%20RAMEN%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlByRJ2aV8qspDZDnoyjPW6HKCBs6v4hJciCxhrUZuMup8SaVPhOop9JxSVwYlJN-sN1Pn2yg7X1jVl5XUN66_NyV3qxelICsFotxT8ZJC-71-OsfwXfkVlu-cCAop_Ap9u9GIM-Ktgq_8=w122-h92-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=OISHI%20RAMEN%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
santa-fe-steak-5e4cd2bf,SANTA FE STEAK,อาหารจานด่วนและตะวันตก,อาคารหลัก,4,needs-review,https://www.google.com/maps/search/?api=1&query=SANTA%20FE%20STEAK%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnvqIsa7ta9lU75varFrHL0aT2Dx4n28P9DAl9im9fIrGSk5LX9SPMwL8O6MitJTrRAHG-BgIiDAuNIODDDwbyHv1mSH_usPq1n_qFX9mrXokqi2CIKuxkCZZdXIz1Nu57es5GmFQ=w408-h544-k-no,google-maps,https://www.punpro.com/p/Seacon-bangkae-all-the-restaurants-2024,Google Maps evidence was absent or ambiguous for the exact mall branch; checked 2026-09-21. Retained from Punpro's 2024 floor list for follow-up.
shabu-shi-1740533a,Shabu Shi,ชาบูและสุกี้,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=Shabu%20Shi%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnE8w9LYoYab5ZruiFtnEnfCvDkDW5-DHL55cr7hR-WlUDUPzXyrks8rqIAINsF7Xo0cBEwy2mLur9msmwVTGJx1fe0N_RSoWUrGoxMYj4lMyNF0Bnkfuagy7ZDYcg-G9ro98izG8tBQTEJ=w152-h86-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Shabu%20Shi%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
sizzler-63f0a091,Sizzler,อาหารจานด่วนและตะวันตก,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=Sizzler%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmM7MNwCdsnaWjJe4873oVP69G2dG-Cq3lYA3xowndvtcey73jRBDR-2CIib0RN0lZDwnXO41yL7eyfzB-MYdLyQT19ijpX58s6hOL6poa1znSj9whNatHdzO7ROkTUysf6cY_q_Q5A6NE=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Sizzler%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
sukishi-67acda61,Sukishi,ชาบูและสุกี้,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=Sukishi%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmEM23PncTUwmTPr6rBDbz33pVHiDlf-Cur0hedJ_iqyhruujLJrJ5ruI8DEyzUB4O5d2SuoaogMxf4tcU9f2BMmy5ud5HQjG4cX8w3pKF7X2upLod7kUykWm059ssvfHOhRWgou_cm2LQl=w122-h92-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Sukishi%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
sukiya-3e735ef8,SUKIYA,อาหารญี่ปุ่น,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=SUKIYA%20Seacon%20Bangkae,https://lh3.googleusercontent.com/grass-cs/ACvplmPxOR9hqjyB9DEy5y8svYLqE_NvP0_flz3QpXZQoY_AW-YPbAT9fYKl6iH5jOsvfYywx4njs4x_G_vuOhLvVA832wHGHp3sURta3QmNZXZK5f6L236H9iIoK8zkFaLooy4qf7oA=w408-h261-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=SUKIYA%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
sushi-express-4dad91ab,SUSHI EXPRESS,อาหารญี่ปุ่น,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=SUSHI%20EXPRESS%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnqymSY40iCIi8U22j0pHncHwTI-8t3e0UTyR5cM7Lsh9vEUDFCKCinr72r-XJ7TuDP_AZIiTY2WTl99kL6lIDCAlH72b_npxH3DoAotrMTl6wHZBpiNrFDfRoglHBsMPBycsc56yx2D-A=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=SUSHI%20EXPRESS%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
sushi-plus-be3e39d4,SUSHi PLUS,อาหารญี่ปุ่น,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=SUSHi%20PLUS%20Seacon%20Bangkae,https://lh3.googleusercontent.com/grass-cs/ACvplmNyHeNpolRkDzXw8lav1trtCpaj9wmqY2Ops95BF7shsUpFF-iIcUWebySKhORiYHv6D6fi8rfUQ5XWJL6n5HbLKEPvxaHOZIR0sNzFcTm3XShG0PTjwAHhWaHFEyNUi4KvLWfuBYXfYrA=w408-h306-k-no,google-maps,https://www.lemon8-app.com/@seaconplus_bangkae/7602836162918515201?region=th,Official Seacon Plus 2026 update names this branch on floor 4; Maps active; checked 2026-09-21.
sushiro-7d0d31c3,SUSHIRO,อาหารญี่ปุ่น,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=SUSHIRO%20Seacon%20Bangkae,https://seaconbangkae.com/Files/1stpage_JJ%20Folder/shop%20by%20brand/S_sushiroLogo.jpg,official,https://seaconbangkae.com/shop/7,Current official mall directory lists this branch on floor 4; Maps active; checked 2026-09-21.
yayoi-7bbf836b,Yayoi,อาหารญี่ปุ่น,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=Yayoi%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkDdJcVbThBCCpL1kA6S6hJn_hm4yRG7LRt_18lUrE6egxbosPXOoyV6BYSgkXSh_qQLr6yp9ZiyuMd7BEm7vdnYYz404VJbLZhTURaOotirTmVnoAuab8bF-EGzlVoq8I-X-qQAA=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=Yayoi%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
yodcha-681ff5a5,YODCHA,เครื่องดื่มและคาเฟ่,อาคารหลัก,4,active,https://www.google.com/maps/search/?api=1&query=YODCHA%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWktgQXG2F_0jK6iZvtXWzEKvJ_d6mKYBEsNyyHxZSGh9RNSJDxkXcPmprGgCV4JTJyQcK4ET9XpWtn3IqKzVgtSjMVvDGKK2gjfcMK0YcEBwYtYpuEO3k7IvTfXWFgtCDKpWyZE=w408-h543-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=YODCHA%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
shop-042063ec,ก๋วยเตี๋ยวเรือพระนคร อนุสาวรีย์ชัย,อาหารไทยและนานาชาติ,ชั้นใต้ดิน,B,active,https://www.google.com/maps/search/?api=1&query=%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%20%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%B2%E0%B8%A7%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C%E0%B8%8A%E0%B8%B1%E0%B8%A2%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkT58nGZwDXMNd1XRmr8x7dycOBTFnX2vSEmQ1jEB7tKNqHBND_mDh_aXdET92NTHIcNSOaj50YitvInKNJXg1tb1B4PQAqs3TfLsxBU1l9iazdrqhMzawvkB0nww5VxNYHBf0feQ=w122-h92-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%99%E0%B8%84%E0%B8%A3%20%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B8%AA%E0%B8%B2%E0%B8%A7%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C%E0%B8%8A%E0%B8%B1%E0%B8%A2%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
shop-5eb6e833,ไข่หวานบ้านซูชิ,อาหารญี่ปุ่น,ชั้นใต้ดิน,B,active,https://www.google.com/maps/search/?api=1&query=%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%8B%E0%B8%B9%E0%B8%8A%E0%B8%B4%20Seacon%20Bangkae,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk1-yKumCYrPpueJHvd8iR7huTf5omdTKjCQQbq3QeBfXZolCGzN1HZ4IfTY3wltuIlvhPruEE-0UpipX_cr67rAfhgBKWpjGv45ZMZzUlCROpKVMQ3ZN6YGMIi5qzdYTI4R13v0g=w408-h306-k-no,google-maps,https://www.google.com/maps/search/?api=1&query=%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%AB%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%8B%E0%B8%B9%E0%B8%8A%E0%B8%B4%20Seacon%20Bangkae,Google Maps matched the Seacon Bangkae branch and displayed current hours; checked 2026-09-21.
